Ticker,Date/Time,Close P,Volume,Ty le tang trong ngay,Do bien KL,chieukhau_1thang,chieukhau_2thang,chieukhau_6thang,chieukhau_12thang,chieukhau_thoidai,MA_status,MA_status_up,MA_status_down,Earth3Dailystatus,Earth3Weeklystatus,Pice/MA20,Pice/MA200,So_ngay_tl,Price/BBTopdaily,Price/BBTopdaily,Pricevsbbband,PricevsMA,Earth3_Position,Earth3_Position_weekly,Earth3_Position_trend,Earth3_Position_Weekly_trend,BBandBot,BBandTop,BBbandBot_Wly,BBandTop_Wkl,fib1,fib2 P,fib3,fib4 P,fib5 P,MA20,MA100,MA200,pricevsFib,Mo_hinh_nen
PLX,4/6/2020,40.55,178850.00,0.0163,-0.6778,-0.1406,-0.1986,-0.2893,-0.3528,-0.4989,1.00,0.00,0.00,2.0000,0.0000,0.0674,-0.2490,1.0000,-0.0105,-0.3224,0,0,90.39,3.44,1,1,34.36,40.98,33.76,59.85,42.75,41.00,39.59,38.18,36.17,37.99,49.58,53.99,0,
POW,4/6/2020,8.15,1269020.00,0.0584,-0.6438,-0.1931,-0.2523,-0.4073,-0.4792,-0.5421,0.00,0.00,0.00,1.0000,0.0000,-0.0094,-0.3313,0.0000,-0.1069,-0.3401,0,0,30.80,0.00,1,1,6.79,9.13,7.26,12.35,9.10,8.67,8.32,7.98,7.48,8.23,10.91,12.19,4,
NLG,4/6/2020,20.20,292780.00,0.0100,-0.6281,-0.2290,-0.2491,-0.2811,-0.3071,-0.4018,0.00,0.00,0.00,1.0000,0.0000,-0.0460,-0.2425,6.0000,-0.0940,-0.3341,0,0,46.45,0.21,1,1,18.46,22.30,18.98,30.33,23.58,22.46,21.55,20.64,19.35,21.17,25.70,26.67,0,
NNC,4/6/2020,41.60,3850.00,-0.0142,-0.6421,-0.1596,-0.1596,-0.1596,-0.1661,-0.1661,0.00,0.00,0.00,1.0000,0.0000,-0.0611,-0.1219,4.0000,-0.1010,-0.2041,0,0,9.25,0.00,1,1,40.33,46.27,41.63,52.27,47.27,45.92,44.83,43.73,42.18,44.31,47.49,47.38,0,
PAC,4/6/2020,18.30,6300.00,0.0457,-0.7802,-0.2043,-0.2359,-0.2907,-0.4818,-0.6071,0.00,0.00,0.00,1.0000,0.0000,-0.0669,-0.2983,0.0000,-0.1580,-0.3301,0,0,14.60,0.00,1,1,16.25,21.73,17.27,27.32,21.21,20.29,19.55,18.81,17.75,19.61,23.48,26.08,5,
PDR,4/6/2020,24.80,56400.00,-0.0060,-0.8301,-0.0498,-0.0534,-0.0790,-0.0790,-0.1182,0.00,0.00,0.00,0.0000,0.0000,-0.0151,-0.0229,19.0000,-0.0253,-0.0698,0,0,3.85,1.06,0,1,24.68,25.44,24.66,26.66,25.42,25.06,24.77,24.49,24.07,25.18,25.63,25.38,3,/ndoji_standard
OPC,4/6/2020,52.00,830.00,0.0400,-0.6354,0.0400,0.0400,0.0400,0.0220,-0.0944,5.00,0.00,0.00,2.0000,1.0000,0.1027,0.1172,3.0000,0.0167,0.0292,4,0,100.00,81.40,1,1,43.80,51.15,41.86,50.52,50.33,48.74,47.45,46.16,44.33,47.15,45.66,46.55,1,
PVD,4/6/2020,8.06,975540.00,0.0690,-0.7729,-0.3420,-0.4052,-0.5188,-0.5678,-0.8923,0.00,0.00,0.00,1.0000,0.0000,-0.0651,-0.4687,0.0000,-0.1553,-0.5368,0,0,25.56,0.00,1,1,6.66,9.54,6.40,17.40,10.30,9.61,9.06,8.51,7.72,8.62,13.31,15.17,0,/ndoji_standard
PNJ,4/6/2020,55.00,230250.00,0.0597,-0.7325,-0.3036,-0.3427,-0.3891,-0.3891,-0.4362,0.00,0.00,0.00,1.0000,0.0000,-0.0151,-0.2922,0.0000,-0.0566,-0.4613,0,0,39.41,0.00,1,1,45.88,58.30,45.47,102.10,68.72,64.00,60.19,56.38,50.95,55.84,77.16,77.71,0,
QNS,4/6/2020,24.80,24500.00,0.0290,-0.9140,-0.0570,-0.1295,-0.1580,-0.2284,-0.5944,1.00,0.00,0.00,1.0000,0.0000,0.0766,-0.1070,1.0000,-0.0002,-0.1451,0,0,85.27,5.41,1,1,20.31,24.81,22.38,29.01,24.74,23.83,23.10,22.37,21.33,23.03,26.58,27.77,1,
PVS,4/6/2020,11.30,5614000.00,0.0971,0.1908,-0.2517,-0.3314,-0.4084,-0.5162,-0.7440,1.00,1.00,0.00,1.0000,0.0000,0.0512,-0.3761,0.0000,-0.0280,-0.4578,0,0,50.80,0.00,1,1,9.00,11.63,8.77,20.84,13.30,12.30,11.50,10.70,9.56,10.75,15.95,18.11,4,
PVT,4/6/2020,9.06,389620.00,0.0523,-0.6864,-0.2694,-0.3435,-0.4939,-0.5076,-0.6315,1.00,1.00,0.00,1.0000,0.0000,0.0259,-0.4164,0.0000,-0.0246,-0.4927,0,0,60.28,1.03,1,1,7.34,9.29,6.73,17.86,10.82,10.15,9.61,9.07,8.30,8.83,14.10,15.53,0,
SAB,4/6/2020,128.90,1170.00,0.0312,-0.9803,-0.2073,-0.3806,-0.4950,-0.5431,-0.5992,0.00,0.00,0.00,1.0000,0.0000,-0.0307,-0.4428,1.0000,-0.1104,-0.4947,0,0,34.02,0.23,1,1,109.56,144.90,99.08,255.08,148.55,141.47,135.75,130.03,121.88,132.99,198.50,231.33,0,/ndoji_standard
PVI,4/6/2020,30.60,1125800.00,0.0303,6.9083,-0.0065,-0.0497,-0.0556,-0.2312,-0.4193,2.00,1.00,0.00,1.0000,1.0000,0.0707,-0.0735,0.0000,0.0046,-0.0913,4,0,82.72,11.18,1,1,25.77,30.46,27.72,33.68,29.48,28.66,28.00,27.34,26.40,28.58,30.92,33.03,0,
SCR,4/6/2020,4.20,319860.00,0.0345,-0.9016,-0.2045,-0.2487,-0.3092,-0.3812,-0.7257,1.00,1.00,0.00,1.0000,0.0000,0.0086,-0.2630,0.0000,-0.0583,-0.3179,0,0,39.14,0.00,1,1,3.63,4.46,3.69,6.16,4.68,4.44,4.25,4.06,3.78,4.16,5.19,5.70,0,
VNM,4/6/2020,95.90,181030.00,0.0095,-0.9033,-0.0797,-0.1298,-0.2520,-0.2809,-0.4275,1.00,0.00,0.00,2.0000,0.0000,0.0179,-0.1813,2.0000,-0.0375,-0.2369,0,0,70.89,2.41,1,1,84.89,99.64,86.83,125.66,99.97,96.86,94.35,91.84,88.26,94.21,110.99,117.14,0,
SHS,4/6/2020,6.70,410100.00,0.0308,-0.7013,-0.2118,-0.2118,-0.2299,-0.3558,-0.6330,1.00,1.00,0.00,1.0000,0.0000,0.0260,-0.1630,0.0000,-0.0643,-0.1996,0,0,55.24,0.00,1,1,5.60,7.16,6.03,8.37,7.54,7.13,6.80,6.47,6.00,6.53,7.44,8.00,0,
SHB,4/6/2020,13.70,1031300.00,0.0301,-0.8950,0.0301,0.0301,0.0301,0.0301,-0.1772,5.00,0.00,0.00,1.0000,2.0000,0.1517,1.1403,1.0000,0.0069,-0.0888,4,0,100.00,99.50,1,1,10.83,13.61,3.02,15.03,11.77,10.51,9.49,8.48,7.03,11.89,7.40,6.40,0,
TCB,4/6/2020,16.55,315250.00,0.0442,-0.8867,-0.2494,-0.3046,-0.3419,-0.3419,-0.5445,0.00,0.00,0.00,1.0000,0.0000,-0.0362,-0.2475,0.0000,-0.0971,-0.3830,0,0,29.94,0.00,1,1,14.56,18.33,14.89,26.83,19.35,18.33,17.50,16.67,15.50,17.17,21.92,21.99,0,
SBT,4/6/2020,13.15,279910.00,0.0273,-0.8684,-0.3458,-0.4050,-0.4050,-0.4050,-0.6505,0.00,0.00,0.00,1.0000,0.0000,-0.1033,-0.2590,5.0000,-0.1599,-0.4435,0,0,19.43,0.00,1,1,11.49,15.65,11.84,23.63,17.94,16.73,15.75,14.77,13.38,14.66,18.26,17.75,0,
REE,4/6/2020,29.55,78710.00,0.0243,-0.8926,-0.0766,-0.1303,-0.1947,-0.2180,-0.2233,1.00,1.00,0.00,1.0000,0.0000,0.0243,-0.1172,1.0000,-0.0346,-0.1957,0,0,48.80,4.61,1,1,26.83,30.61,27.16,36.74,30.07,29.31,28.70,28.09,27.21,28.85,33.01,33.47,2,
SSI,4/6/2020,14.15,2548460.00,0.0679,-0.1729,-0.1527,-0.2051,-0.3583,-0.4271,-0.7010,1.00,1.00,0.00,2.0000,0.0000,0.0554,-0.2826,0.0000,-0.0359,-0.3231,0,0,63.59,0.00,1,1,11.42,14.68,11.79,20.91,14.73,14.04,13.48,12.91,12.12,13.41,17.55,19.73,2,
TCM,4/6/2020,13.45,320150.00,0.0675,-0.4825,-0.2528,-0.3518,-0.3781,-0.5164,-0.6886,1.00,1.00,0.00,1.0000,0.0000,0.0075,-0.3566,0.0000,-0.0585,-0.4405,0,0,40.12,0.00,1,1,11.03,14.29,10.83,24.04,15.76,14.87,14.15,13.43,12.41,13.35,18.21,20.90,4,
THG,4/6/2020,41.30,30.00,-0.0072,-0.9957,-0.0696,-0.1272,-0.1272,-0.1272,-0.1272,0.00,0.00,1.00,1.0000,0.0000,-0.0171,-0.0000,16.0000,-0.0485,-0.1161,0,8,34.32,1.70,1,1,40.21,43.40,40.24,46.72,43.22,42.49,41.90,41.32,40.48,42.02,42.82,41.30,0,/ndoji_standard
STB,4/6/2020,8.93,5697780.00,0.0695,-0.5016,-0.2710,-0.2856,-0.2856,-0.2856,-0.6910,0.00,0.00,0.00,1.0000,0.0000,-0.0475,-0.1562,0.0000,-0.1649,-0.2960,0,0,28.94,0.00,1,1,7.13,10.69,8.11,12.68,10.62,9.95,9.41,8.87,8.10,9.38,10.37,10.58,4,
TNG,4/6/2020,9.70,710400.00,0.0899,-0.1790,-0.3022,-0.3774,-0.3886,-0.5359,-0.5359,0.00,0.00,0.00,1.0000,0.0000,-0.1039,-0.3819,0.0000,-0.2943,-0.4597,0,0,17.27,0.00,1,1,6.44,13.75,8.62,17.95,12.24,11.28,10.50,9.72,8.61,10.82,13.71,15.69,0,
TDH,4/6/2020,6.67,212570.00,0.0604,-0.6920,-0.2912,-0.3524,-0.3795,-0.4347,-0.8872,0.00,0.00,0.00,1.0000,0.0000,-0.0393,-0.3123,0.0000,-0.1064,-0.4490,0,0,27.14,0.00,1,1,5.58,7.46,5.73,12.11,8.21,7.72,7.32,6.93,6.37,6.94,9.36,9.70,0,
TLG,4/6/2020,26.50,13360.00,0.0000,-0.1193,-0.3026,-0.3444,-0.3695,-0.5270,-0.6346,0.00,0.00,0.00,0.0000,0.0000,-0.1291,-0.3846,4.0000,-0.1961,-0.4117,0,0,0.00,0.00,0,1,24.81,32.96,25.48,45.05,34.95,33.22,31.83,30.43,28.44,30.43,37.53,43.06,0,/ndoji_standard
VCI,4/6/2020,15.70,36560.00,0.0467,-0.6107,-0.4098,-0.4452,-0.5416,-0.5651,-0.8105,0.00,0.00,0.00,1.0000,0.0000,-0.1448,-0.4862,0.0000,-0.2186,-0.5468,0,0,10.94,0.00,1,1,13.15,20.09,13.72,34.64,23.14,21.43,20.05,18.67,16.70,18.36,27.49,30.55,0,
TV2,4/6/2020,53.70,4960.00,0.0327,-0.9148,-0.2217,-0.2821,-0.3966,-0.4311,-0.4311,0.00,0.00,0.00,1.0000,0.0000,-0.0370,-0.3383,0.0000,-0.1837,-0.4021,0,0,22.45,6.41,1,1,44.24,65.79,46.88,89.81,61.73,58.53,55.95,53.37,49.69,55.76,74.25,81.16,4,
VC3,4/6/2020,15.90,49200.00,0.0127,-0.7056,0.0000,-0.0364,-0.1311,-0.1311,-0.2751,2.00,1.00,0.00,1.0000,1.0000,0.0261,0.0050,29.0000,-0.0057,-0.0826,0,0,76.06,12.38,0,1,15.12,15.99,15.15,17.33,15.76,15.62,15.50,15.38,15.21,15.49,16.58,15.82,1,
VHM,4/6/2020,60.50,116400.00,0.0485,-0.8909,-0.2522,-0.3094,-0.3920,-0.3920,-0.3920,0.00,0.00,0.00,1.0000,0.0000,-0.0652,-0.2856,0.0000,-0.1690,-0.3979,0,0,14.97,0.00,1,1,50.15,72.80,55.33,100.48,72.32,68.44,65.30,62.16,57.69,64.72,83.12,84.68,0,
TRA,4/6/2020,52.00,480.00,0.0297,-0.9440,-0.0370,-0.1186,-0.1391,-0.2081,-0.5764,1.00,0.00,0.00,2.0000,0.0000,0.0533,-0.1136,2.0000,-0.0084,-0.1626,0,0,84.26,13.81,1,1,46.41,52.44,47.07,62.10,51.43,49.84,48.55,47.26,45.43,49.37,55.90,58.67,1,
VCG,4/6/2020,24.70,62200.00,0.0000,-0.6158,-0.0314,-0.0352,-0.0918,-0.1144,-0.4428,0.00,0.00,0.00,1.0000,0.0000,-0.0002,-0.0520,27.0000,-0.0128,-0.0553,0,0,72.16,5.39,1,1,24.21,25.02,24.12,26.15,25.14,24.73,24.40,24.07,23.60,24.70,25.79,26.06,0,
VCS,4/6/2020,59.00,70200.00,0.0297,-0.8285,-0.1285,-0.2131,-0.3199,-0.4415,-0.5334,1.00,0.00,0.00,1.0000,0.0000,0.0631,-0.2187,0.0000,-0.0039,-0.2304,3,0,82.59,2.00,1,1,49.86,59.23,51.14,76.67,61.78,59.16,57.05,54.94,51.93,55.50,69.73,75.52,0,
VCB,4/6/2020,67.40,334080.00,0.0290,-0.7690,-0.2024,-0.2511,-0.2868,-0.2868,-0.2868,1.00,1.00,0.00,1.0000,0.0000,0.0097,-0.1697,1.0000,-0.0454,-0.3536,0,0,61.73,1.76,1,1,56.97,70.60,58.50,104.26,75.17,71.62,68.75,65.88,61.80,66.75,83.49,81.18,0,/ndoji_standard
VJC,4/6/2020,100.10,62380.00,0.0020,-0.8283,-0.1693,-0.2370,-0.3246,-0.3246,-0.4585,0.00,0.00,0.00,2.0000,0.0000,-0.0073,-0.2462,3.0000,-0.0281,-0.3763,0,0,68.90,0.75,1,1,94.38,103.00,86.29,160.48,112.91,109.14,106.10,103.06,98.72,100.84,131.13,132.80,0,/ndoji_standard
VHC,4/6/2020,23.30,184650.00,0.0591,-0.5342,-0.2730,-0.3528,-0.4275,-0.4924,-0.5673,0.00,0.00,0.00,1.0000,0.0000,-0.0194,-0.3883,0.0000,-0.0824,-0.4807,0,0,30.11,0.00,1,1,20.02,25.39,18.46,44.86,28.73,27.08,25.75,24.42,22.52,23.76,34.61,38.09,5,
VIC,4/6/2020,96.50,142630.00,0.0604,-0.8589,-0.0810,-0.1594,-0.2012,-0.2347,-0.2347,1.00,0.00,0.00,1.0000,0.0000,0.1031,-0.1532,0.0000,-0.0129,-0.2404,0,0,85.70,6.55,1,1,71.96,97.76,82.12,127.04,93.98,89.01,85.00,80.99,75.28,87.48,108.53,113.96,1,
VN30F1M,4/6/2020,642.70,28046.00,0.0469,-0.8404,-0.2278,-0.2627,-0.3184,-0.3184,-0.4546,0.00,0.00,0.00,1.0000,0.0000,-0.0313,-0.2572,0.0000,-0.0979,-0.3602,0,0,28.85,0.00,1,1,562.53,712.46,583.82,1004.54,741.83,707.08,679.00,650.92,610.93,663.46,834.42,865.19,0,
VPB,4/6/2020,18.45,781140.00,0.0513,-0.7923,-0.3291,-0.3594,-0.3594,-0.3594,-0.5692,0.00,0.00,0.00,1.0000,0.0000,-0.1079,-0.1314,0.0000,-0.1799,-0.3800,0,0,13.99,5.86,1,1,16.54,22.50,16.17,29.76,24.02,22.49,21.25,20.01,18.25,20.68,22.08,21.24,5,
VND,4/6/2020,11.50,64550.00,0.0314,-0.8440,-0.2014,-0.2177,-0.2384,-0.2628,-0.6381,0.00,0.00,0.00,0.0000,0.0000,-0.0711,-0.1844,8.0000,-0.1480,-0.2778,0,0,5.88,0.00,1,1,10.43,13.50,11.09,15.92,13.51,12.97,12.52,12.08,11.45,12.38,13.79,14.10,5,
VRE,4/6/2020,20.15,398110.00,0.0333,-0.8616,-0.2930,-0.3703,-0.4292,-0.4627,-0.5834,0.00,0.00,0.00,1.0000,0.0000,-0.0641,-0.3781,1.0000,-0.1354,-0.4789,0,0,28.62,0.15,1,1,17.13,23.31,17.32,38.67,25.00,23.45,22.20,20.95,19.17,21.53,30.38,32.40,0,
VNINDEX,4/6/2020,726.73,79227800.00,0.0355,-0.6414,-0.1848,-0.2275,-0.2903,-0.2909,-0.3966,1.00,1.00,0.00,1.0000,0.0000,0.0002,-0.2325,1.0000,-0.0473,-0.3317,0,0,42.36,0.04,1,1,639.44,762.80,648.79,1087.44,822.30,789.20,762.45,735.70,697.61,726.61,909.79,946.87,0,
BSQ,4/3/2020,21.00,600.00,-0.0455,0.2475,-0.1860,-0.1860,-0.2632,-0.2632,-0.3000,0.00,0.00,0.00,1.0000,1.0000,-0.0844,-0.1625,5.0000,-0.1435,-0.2494,0,0,18.90,6.41,0,0,20.86,24.52,19.65,27.98,26.64,25.18,24.00,22.82,21.14,22.93,24.92,25.07,0,
SLS,4/3/2020,42.00,2400.00,0.0120,-0.5515,-0.2566,-0.3538,-0.3538,-0.3538,-0.6910,1.00,0.00,0.00,1.0000,0.0000,-0.0487,0.0204,0.0000,-0.0967,-0.3221,0,0,12.90,7.42,0,0,38.88,46.50,31.59,61.96,53.68,50.51,47.95,45.39,41.74,44.15,45.46,41.16,5,
VIS,4/3/2020,22.00,0.00,0.0000,-1.0000,-0.0795,-0.1235,-0.2086,-0.2171,-0.6479,0.00,0.00,0.00,1.0000,1.0000,-0.0009,-0.0617,2.0000,-0.0893,-0.1589,0,0,60.57,23.33,0,1,19.50,24.16,20.68,26.16,22.65,21.88,21.25,20.62,19.73,22.02,24.03,23.45,0,/ndoji_standard
