Ticker,Date/Time,Close P,Volume,Ty le tang trong ngay,Do bien KL,chieukhau_1thang,chieukhau_2thang,chieukhau_6thang,chieukhau_12thang,chieukhau_thoidai,MA_status,MA_status_up,MA_status_down,Earth3Dailystatus,Earth3Weeklystatus,Pice/MA20,Pice/MA200,So_ngay_tl,Price/BBTopdaily,Price/BBTopdaily,Pricevsbbband,PricevsMA,Earth3_Position,Earth3_Position_weekly,Earth3_Position_trend,Earth3_Position_Weekly_trend,BBandBot,BBandTop,BBbandBot_Wly,BBandTop_Wkl,fib1,fib2 P,fib3,fib4 P,fib5 P,MA20,MA100,MA200,pricevsFib,Mo_hinh_nen
PAC,4/1/2020,16.70,48440.00,-0.0176,1.0128,-0.2739,-0.3211,-0.3527,-0.5271,-0.6414,0.00,0.00,0.00,0.0000,0.0000,-0.1701,-0.3638,1.0000,-0.2534,-0.3962,0,0,0.00,0.00,0,1,16.49,22.37,17.73,27.66,21.52,20.54,19.75,18.96,17.83,20.12,23.62,26.25,0,
PVD,4/1/2020,7.05,3630560.00,0.0444,-0.2049,-0.4382,-0.5284,-0.5841,-0.6220,-0.9058,0.00,0.00,0.00,0.0000,0.0000,-0.2230,-0.5378,1.0000,-0.2897,-0.6028,0,0,0.57,0.00,0,1,6.68,9.92,6.91,17.75,11.40,10.51,9.78,9.06,8.03,9.07,13.49,15.25,0,
OPC,4/1/2020,47.50,130.00,-0.0404,-0.9411,-0.0404,-0.0404,-0.0404,-0.0665,-0.1727,5.00,0.00,0.00,2.0000,1.0000,0.0211,0.0224,3.0000,-0.0354,-0.0079,0,0,91.50,67.65,0,1,44.53,49.24,43.37,47.88,50.33,48.74,47.45,46.16,44.33,46.52,45.54,46.46,0,
QNS,4/1/2020,23.20,173968.00,0.0357,-0.3545,-0.1212,-0.1856,-0.2123,-0.2782,-0.6206,0.00,0.00,0.00,1.0000,0.0000,-0.0011,-0.1656,4.0000,-0.0588,-0.2109,0,0,45.72,0.00,1,1,20.40,24.65,22.26,29.40,25.04,24.08,23.30,22.52,21.41,23.23,26.65,27.81,4,
PNJ,4/1/2020,48.60,545620.00,0.0588,-0.3474,-0.3959,-0.4561,-0.4602,-0.4602,-0.5018,0.00,0.00,0.00,0.0000,0.0000,-0.1684,-0.3759,2.0000,-0.2161,-0.5293,0,0,2.81,0.00,0,1,44.30,62.00,47.82,103.26,72.23,66.84,62.49,58.14,51.94,58.44,77.76,77.87,0,
PVS,4/1/2020,9.40,3625814.00,0.0444,-0.1980,-0.3896,-0.4863,-0.5130,-0.5976,-0.7871,0.00,0.00,0.00,0.0000,0.0000,-0.1596,-0.4841,1.0000,-0.1904,-0.5574,0,0,0.51,0.00,0,1,9.04,11.61,9.08,21.24,13.91,12.80,11.90,11.00,9.73,11.19,16.12,18.22,0,
PVT,4/1/2020,8.09,566900.00,0.0306,-0.5359,-0.3554,-0.4534,-0.5480,-0.5603,-0.6709,0.00,0.00,0.00,1.0000,0.0000,-0.1202,-0.4811,5.0000,-0.1588,-0.5644,0,0,10.97,0.00,0,1,7.18,9.62,6.97,18.57,11.32,10.55,9.94,9.32,8.44,9.19,14.27,15.59,0,
SAB,4/1/2020,123.10,33750.00,0.0008,-0.4431,-0.2716,-0.4607,-0.5177,-0.5636,-0.6172,0.00,0.00,0.00,1.0000,0.0000,-0.1006,-0.4711,5.0000,-0.1827,-0.5282,0,0,22.69,0.00,0,1,108.47,150.62,105.97,260.92,156.19,147.65,140.75,133.85,124.02,136.87,201.07,232.74,0,
PVI,4/1/2020,28.30,65630.00,0.0404,-0.2114,-0.0871,-0.1265,-0.1265,-0.2889,-0.4629,0.00,0.00,0.00,1.0000,0.0000,-0.0120,-0.1446,10.0000,-0.0631,-0.1629,0,0,36.57,0.00,1,1,25.91,30.21,27.45,33.81,29.63,28.78,28.10,27.42,26.44,28.65,30.96,33.08,3,
SCR,4/1/2020,3.80,1878180.00,0.0585,-0.4426,-0.2803,-0.3202,-0.3750,-0.4454,-0.7518,0.00,0.00,0.00,0.0000,0.0000,-0.1104,-0.3363,1.0000,-0.1497,-0.4009,0,0,2.89,0.00,0,1,3.62,4.47,3.69,6.34,4.91,4.63,4.40,4.17,3.85,4.27,5.22,5.73,0,Piercing_pattern
SHS,4/1/2020,6.10,1090562.00,0.0702,-0.2789,-0.2824,-0.2824,-0.2989,-0.4135,-0.6659,0.00,0.00,0.00,0.0000,0.0000,-0.0923,-0.2414,2.0000,-0.1477,-0.2813,1,0,7.62,0.69,0,1,5.60,7.16,5.99,8.49,8.15,7.62,7.20,6.78,6.17,6.72,7.48,8.04,0,
SLS,4/1/2020,41.50,2500.00,0.0122,-0.5741,-0.2655,-0.3615,-0.3615,-0.3615,-0.6947,1.00,1.00,0.00,1.0000,1.0000,-0.0751,0.0091,0.0000,-0.1078,-0.3303,1,0,8.56,16.72,0,1,38.92,46.52,31.51,61.97,53.68,50.51,47.95,45.39,41.74,44.87,45.43,41.12,0,
SHB,4/1/2020,12.90,3776573.00,0.0574,-0.7495,0.0000,0.0000,0.0000,0.0000,-0.2253,5.00,0.00,0.00,1.0000,2.0000,0.0923,1.0400,5.0000,-0.0104,-0.0835,0,0,83.57,95.96,0,1,10.76,13.04,2.80,14.08,11.31,10.14,9.19,8.25,6.90,11.81,7.24,6.32,0,
TCB,4/1/2020,15.50,1316380.00,0.0333,-0.5442,-0.3126,-0.3595,-0.3837,-0.3837,-0.5734,0.00,0.00,0.00,1.0000,0.0000,-0.1277,-0.2965,2.0000,-0.1781,-0.4253,1,0,3.20,0.00,0,1,14.54,18.86,15.58,26.97,20.76,19.47,18.42,17.38,15.89,17.77,22.09,22.03,0,
SBT,4/1/2020,12.70,1480530.00,0.0000,-0.3510,-0.3923,-0.4253,-0.4253,-0.4253,-0.6625,0.00,0.00,0.00,1.0000,0.0000,-0.1761,-0.2859,4.0000,-0.2465,-0.4590,0,0,9.96,0.00,0,1,11.22,16.85,12.69,23.48,18.74,17.38,16.28,15.17,13.60,15.41,18.38,17.78,0,/ndoji_standard
REE,4/1/2020,28.30,365330.00,0.0366,-0.5125,-0.1265,-0.1975,-0.2288,-0.2511,-0.2562,0.00,0.00,0.00,0.0000,0.0000,-0.0288,-0.1548,7.0000,-0.0704,-0.2365,0,0,9.11,4.61,0,1,26.70,30.44,27.38,37.07,31.26,30.27,29.47,28.68,27.54,29.14,33.16,33.48,5,
TCM,4/1/2020,11.80,336430.00,0.0351,-0.4555,-0.3481,-0.4544,-0.4544,-0.5757,-0.7268,0.00,0.00,0.00,0.0000,0.0000,-0.1482,-0.4389,2.0000,-0.1979,-0.5116,0,0,2.22,0.00,0,1,10.91,14.71,11.26,24.16,16.68,15.61,14.75,13.89,12.66,13.85,18.37,21.03,0,
SSI,4/1/2020,12.40,3715270.00,0.0690,0.2236,-0.2619,-0.3575,-0.4376,-0.4979,-0.7379,0.00,0.00,0.00,1.0000,0.0000,-0.0957,-0.3745,2.0000,-0.1483,-0.4155,0,0,8.27,0.00,0,1,11.46,14.56,11.90,21.22,15.57,14.72,14.03,13.33,12.35,13.71,17.71,19.82,5,
THG,4/1/2020,41.40,3100.00,0.0122,-0.5979,-0.0854,-0.1251,-0.1251,-0.1251,-0.1251,1.00,1.00,0.00,0.0000,0.0000,-0.0226,0.0024,2.0000,-0.0471,-0.1128,0,0,10.65,11.80,0,1,40.30,43.45,40.53,46.67,44.19,43.27,42.54,41.80,40.75,42.36,42.81,41.30,5,
STB,4/1/2020,7.81,8807420.00,0.0699,-0.2701,-0.3752,-0.3752,-0.3752,-0.3752,-0.7297,0.00,0.00,0.00,1.0000,0.0000,-0.1977,-0.2639,2.0000,-0.2942,-0.3875,0,0,2.22,7.25,0,1,7.17,11.07,8.14,12.75,11.38,10.57,9.91,9.25,8.31,9.73,10.41,10.61,0,
TDH,4/1/2020,6.00,785440.00,0.0363,0.1697,-0.3684,-0.4203,-0.4419,-0.4915,-0.8985,0.00,0.00,0.00,0.0000,0.0000,-0.1713,-0.3838,2.0000,-0.2368,-0.5082,0,0,1.96,0.00,0,1,5.48,7.86,6.05,12.20,8.71,8.12,7.65,7.18,6.51,7.24,9.43,9.74,0,
TNG,4/1/2020,8.10,685816.00,0.0519,-0.1902,-0.4296,-0.4894,-0.4894,-0.6124,-0.6124,0.00,0.00,0.00,0.0000,0.0000,-0.2832,-0.4867,0.0000,-0.4539,-0.5527,0,0,1.81,0.00,0,1,6.45,14.83,9.03,18.11,12.62,11.59,10.75,9.91,8.72,11.30,13.81,15.78,0,
TLG,4/1/2020,26.20,13380.00,-0.0296,-0.1719,-0.3105,-0.3518,-0.3961,-0.5324,-0.6387,0.00,0.00,0.00,0.0000,0.0000,-0.1701,-0.3950,2.0000,-0.2343,-0.4215,0,0,0.81,0.00,1,1,25.27,34.22,27.15,45.29,35.53,33.69,32.20,30.71,28.60,31.57,37.82,43.30,0,
VCI,4/1/2020,14.50,145180.00,0.0211,0.7499,-0.4549,-0.4930,-0.5845,-0.5983,-0.8250,0.00,0.00,0.00,0.0000,0.0000,-0.2554,-0.5281,1.0000,-0.3426,-0.5855,0,0,0.28,0.00,0,1,12.82,22.06,15.19,34.98,23.83,21.99,20.50,19.01,16.90,19.47,27.87,30.73,0,
TV2,4/1/2020,50.20,42790.00,0.0681,-0.2482,-0.2767,-0.3646,-0.4385,-0.4682,-0.4682,0.00,0.00,0.00,0.0000,0.0000,-0.1247,-0.3832,2.0000,-0.2369,-0.4481,0,0,3.03,6.41,0,1,44.31,65.78,48.91,90.96,64.10,60.45,57.50,54.55,50.35,57.35,74.97,81.39,0,
VHM,4/1/2020,54.80,553900.00,-0.0036,-0.4854,-0.3235,-0.3870,-0.4492,-0.4492,-0.4492,0.00,0.00,0.00,0.0000,0.0000,-0.1809,-0.3543,2.0000,-0.2817,-0.4569,0,0,0.25,0.00,0,1,50.10,76.29,57.73,100.90,74.54,70.23,66.75,63.27,58.31,66.90,83.93,84.86,0,
VC3,4/1/2020,15.70,158200.00,0.0129,-0.0699,-0.0368,-0.0765,-0.1421,-0.1421,-0.2842,1.00,1.00,0.00,1.0000,0.0000,0.0116,-0.0072,18.0000,-0.0130,-0.0965,0,0,65.15,5.85,0,1,15.05,15.91,15.20,17.38,15.99,15.80,15.65,15.50,15.28,15.52,16.59,15.81,3,
VCG,4/1/2020,24.60,101620.00,0.0041,-0.3398,-0.0353,-0.0465,-0.0955,-0.1180,-0.4450,0.00,0.00,0.00,1.0000,0.0000,-0.0075,-0.0569,19.0000,-0.0224,-0.0738,0,0,58.33,9.09,1,1,24.16,25.16,23.97,26.56,25.14,24.73,24.40,24.07,23.60,24.78,25.84,26.09,3,
VCS,4/1/2020,54.60,231639.00,0.0302,-0.4305,-0.1971,-0.2718,-0.3831,-0.4832,-0.5682,0.00,0.00,0.00,1.0000,0.0000,-0.0331,-0.2770,5.0000,-0.0532,-0.3121,0,0,24.33,0.00,1,1,50.31,57.67,50.47,79.38,64.37,61.26,58.75,56.24,52.66,56.47,70.31,75.51,5,
TRA,4/1/2020,50.00,2720.00,0.0309,-0.7039,-0.0958,-0.1525,-0.1722,-0.2386,-0.5927,1.00,1.00,0.00,1.0000,0.0000,0.0059,-0.1495,2.0000,-0.0375,-0.2033,0,0,53.97,9.94,0,1,45.66,51.95,47.27,62.76,52.80,50.95,49.45,47.95,45.82,49.71,55.98,58.79,3,
VCB,4/1/2020,65.00,1229320.00,0.0484,-0.1314,-0.2308,-0.3041,-0.3122,-0.3122,-0.3122,0.00,0.00,0.00,1.0000,0.0000,-0.0509,-0.1996,1.0000,-0.1080,-0.3802,0,0,27.39,0.00,1,1,56.01,72.87,60.79,104.88,78.83,74.58,71.15,67.72,62.83,68.49,83.96,81.21,5,
VJC,4/1/2020,99.20,250950.00,0.0206,-0.3416,-0.1935,-0.3229,-0.3306,-0.3306,-0.4633,0.00,0.00,0.00,1.0000,0.0000,-0.0370,-0.2540,13.0000,-0.0401,-0.3896,0,0,20.17,0.00,1,1,94.30,103.34,89.95,162.53,116.65,112.17,108.55,104.93,99.77,103.01,131.99,132.98,0,
VHC,4/1/2020,21.30,137990.00,0.0390,-0.6380,-0.3426,-0.4621,-0.4792,-0.5359,-0.6045,0.00,0.00,0.00,0.0000,0.0000,-0.1377,-0.4438,2.0000,-0.1766,-0.5332,0,0,1.54,0.00,0,1,20.00,25.87,19.65,45.63,29.96,28.07,26.55,25.03,22.86,24.70,34.96,38.29,0,
VPB,4/1/2020,17.25,3686810.00,0.0177,-0.0665,-0.3806,-0.4010,-0.4010,-0.4010,-0.5972,0.00,0.00,0.00,0.0000,1.0000,-0.2032,-0.1881,1.0000,-0.2635,-0.4191,1,0,0.00,20.48,0,1,16.83,23.42,16.36,29.70,25.51,23.69,22.23,20.76,18.66,21.65,22.16,21.25,0,
VIS,4/1/2020,22.00,10.00,0.0329,-0.9298,-0.0795,-0.1235,-0.2086,-0.2171,-0.6479,0.00,0.00,0.00,1.0000,0.0000,-0.0032,-0.0624,1.0000,-0.0893,-0.1589,0,0,70.86,12.30,0,1,19.50,24.16,20.68,26.16,22.65,21.88,21.25,20.62,19.73,22.07,24.09,23.46,0,/ndoji_standard
VRE,4/1/2020,19.25,930870.00,0.0052,-0.6703,-0.3269,-0.4095,-0.4593,-0.4867,-0.6020,0.00,0.00,0.00,1.0000,0.0000,-0.1407,-0.4084,2.0000,-0.2258,-0.5068,0,0,17.71,0.00,0,1,16.74,24.86,18.69,39.03,26.14,24.38,22.95,21.52,19.49,22.40,30.69,32.54,0,
VND,4/1/2020,11.10,265610.00,-0.0220,-0.3552,-0.2292,-0.2649,-0.2649,-0.2885,-0.6507,0.00,0.00,0.00,0.0000,0.0000,-0.1206,-0.2150,3.0000,-0.2027,-0.3024,0,0,0.00,0.00,0,1,10.55,13.92,11.48,15.91,13.51,12.97,12.52,12.08,11.45,12.62,13.84,14.14,0,
VIC,4/1/2020,86.00,437820.00,0.0312,-0.5558,-0.1856,-0.2515,-0.2945,-0.3180,-0.3180,0.00,0.00,0.00,1.0000,0.0000,-0.0297,-0.2468,3.0000,-0.1119,-0.3338,0,0,49.79,0.00,1,1,72.46,96.83,81.90,129.08,96.96,91.42,86.95,82.48,76.11,88.64,109.08,114.17,4,
VNM,4/1/2020,94.00,1155730.00,0.0330,-0.3654,-0.1031,-0.2251,-0.2713,-0.2951,-0.4389,0.00,0.00,0.00,1.0000,0.0000,-0.0116,-0.1992,5.0000,-0.0766,-0.2615,0,0,40.54,0.00,0,1,83.95,101.80,88.05,127.28,100.66,97.42,94.80,92.18,88.45,95.10,111.65,117.39,4,
VNINDEX,4/1/2020,680.23,203313088.00,0.0267,-0.1043,-0.2385,-0.3139,-0.3363,-0.3363,-0.4352,0.00,0.00,0.00,1.0000,0.0000,-0.0862,-0.2834,7.0000,-0.1315,-0.3804,0,0,5.87,0.00,0,1,632.71,783.20,667.03,1097.90,839.59,803.19,773.77,744.34,702.46,744.42,915.99,949.20,0,
