Ticker,Date/Time,Close P,Volume,Ty le tang trong ngay,Do bien KL,chieukhau_1thang,chieukhau_2thang,chieukhau_6thang,chieukhau_12thang,chieukhau_thoidai,MA_status,MA_status_up,MA_status_down,Earth3Dailystatus,Earth3Weeklystatus,Pice/MA20,Pice/MA200,So_ngay_tl,Price/BBTopdaily,Price/BBTopdaily,Pricevsbbband,PricevsMA,Earth3_Position,Earth3_Position_weekly,Earth3_Position_trend,Earth3_Position_Weekly_trend,BBandBot,BBandTop,BBbandBot_Wly,BBandTop_Wkl,fib1,fib2 P,fib3,fib4 P,fib5 P,MA20,MA100,MA200,pricevsFib,Mo_hinh_nen
NNC,4/10/2020,43.50,670.00,0.0012,-0.9410,-0.0745,-0.1212,-0.1212,-0.1280,-0.1280,1.00,1.00,0.00,1.0000,0.0000,0.0014,-0.0803,13.0000,-0.0292,-0.1626,0,1,40.82,5.29,1,1,40.92,44.81,42.20,51.95,44.71,43.85,43.15,42.45,41.46,43.44,47.29,47.30,3,
PDR,4/10/2020,24.95,251440.00,-0.0080,-0.2223,-0.0216,-0.0477,-0.0734,-0.0734,-0.1129,0.00,0.00,1.00,1.0000,0.0000,-0.0061,-0.0173,23.0000,-0.0130,-0.0634,1,2,73.64,3.38,0,1,24.77,25.28,24.70,26.64,25.22,25.04,24.90,24.76,24.56,25.10,25.63,25.39,3,
PAC,4/10/2020,19.00,52650.00,0.0080,0.1168,-0.1038,-0.2017,-0.2636,-0.4517,-0.5921,1.00,1.00,0.00,1.0000,0.0000,0.0034,-0.2620,0.0000,-0.0727,-0.3021,0,0,42.55,5.93,1,1,16.23,20.49,17.46,27.22,20.07,19.37,18.80,18.23,17.43,18.93,23.22,25.74,3,
PVD,4/10/2020,9.23,5795490.00,-0.0355,0.1408,-0.0355,-0.3188,-0.4389,-0.5051,-0.8766,1.00,0.00,0.00,2.0000,1.0000,0.1029,-0.3851,1.0000,-0.0545,-0.4661,0,0,95.87,7.16,1,1,6.59,9.76,6.67,17.29,9.05,8.60,8.24,7.89,7.37,8.37,13.01,15.01,1,
QNS,4/10/2020,24.80,129400.00,-0.0040,-0.5828,-0.0040,-0.1295,-0.1580,-0.2284,-0.5944,1.00,0.00,0.00,2.0000,1.0000,0.0743,-0.1051,4.0000,-0.0485,-0.1451,0,0,96.06,19.01,0,1,20.18,26.06,22.38,29.01,24.05,23.28,22.65,22.02,21.13,23.08,26.44,27.71,0,
OPC,4/10/2020,49.30,50.00,-0.0698,-0.9638,-0.0698,-0.0698,-0.0698,-0.0698,-0.1414,5.00,0.00,0.00,2.0000,2.0000,0.0295,0.0570,0.0000,-0.0634,-0.0042,0,0,82.84,100.00,0,1,44.16,52.64,42.52,49.51,51.17,49.42,48.00,46.58,44.57,47.88,45.83,46.64,0,/ndoji_standard
PNJ,4/10/2020,57.10,601570.00,-0.0155,-0.3453,-0.0855,-0.3176,-0.3658,-0.3658,-0.4147,1.00,0.00,0.00,2.0000,0.0000,0.0668,-0.2625,3.0000,-0.0459,-0.4396,0,0,95.52,6.13,0,1,45.34,59.85,45.96,101.88,57.28,54.75,52.70,50.66,47.75,53.52,76.11,77.43,0,
PVS,4/10/2020,11.90,5234600.00,-0.0325,-0.0191,-0.0325,-0.2959,-0.3737,-0.4905,-0.7304,1.00,0.00,0.00,2.0000,0.0000,0.1142,-0.3354,1.0000,-0.0592,-0.4277,0,0,93.79,7.72,0,1,8.64,12.65,8.90,20.79,11.54,10.88,10.35,9.82,9.06,10.68,15.68,17.90,1,Bearish_Engulfing_Pattern
SAB,4/10/2020,143.50,18620.00,0.0250,-0.7360,-0.0433,-0.2504,-0.4222,-0.4913,-0.5538,1.00,0.00,0.00,2.0000,1.0000,0.0979,-0.3725,1.0000,-0.0060,-0.4349,3,0,99.34,4.95,1,1,111.09,144.37,102.15,253.96,143.21,137.15,132.25,127.35,120.38,130.71,194.08,228.69,1,
PVT,4/10/2020,9.12,742980.00,0.0133,-0.4802,-0.0617,-0.3319,-0.4905,-0.5043,-0.6290,1.00,0.00,0.00,2.0000,1.0000,0.0712,-0.4077,4.0000,-0.0398,-0.4891,0,0,94.77,5.29,0,1,7.26,9.50,6.74,17.85,9.08,8.75,8.48,8.20,7.81,8.51,13.78,15.40,1,
PVI,4/10/2020,30.70,611000.00,0.0000,1.3102,0.0000,-0.0466,-0.0525,-0.2286,-0.4174,2.00,0.00,0.00,1.0000,1.0000,0.0697,-0.0669,4.0000,-0.0341,-0.0885,0,3,98.89,33.12,0,1,25.52,31.78,27.73,33.68,29.48,28.66,28.00,27.34,26.40,28.70,30.87,32.90,0,
SCR,4/10/2020,4.14,688580.00,-0.0143,-0.7970,-0.0548,-0.2594,-0.3191,-0.3867,-0.7296,1.00,0.00,0.00,2.0000,1.0000,0.0177,-0.2668,4.0000,-0.0663,-0.3282,0,0,78.67,4.63,1,1,3.67,4.43,3.67,6.16,4.20,4.05,3.93,3.82,3.65,4.07,5.13,5.65,0,/ndoji_standard
SHS,4/10/2020,8.20,2636300.00,0.0933,0.7821,0.0933,-0.0353,-0.0465,-0.1800,-0.5509,5.00,1.00,0.00,2.0000,1.0000,0.2424,0.0314,0.0000,0.0425,-0.0395,4,0,97.22,21.13,1,1,5.25,7.87,6.06,8.54,7.54,7.13,6.80,6.47,6.00,6.60,7.39,7.95,0,
SLS,4/10/2020,48.00,100.00,0.0127,-0.9721,0.0127,-0.2615,-0.2615,-0.2615,-0.6468,4.00,0.00,0.00,2.0000,0.0000,0.1045,0.1576,0.0000,0.0002,-0.2278,4,0,100.00,9.53,1,1,38.02,47.99,32.09,62.16,45.81,44.15,42.80,41.45,39.54,43.46,45.76,41.46,0,/ndoji_standard
TCB,4/10/2020,16.80,1031820.00,-0.0059,-0.5875,-0.0795,-0.2941,-0.3253,-0.3320,-0.5376,1.00,0.00,0.00,1.0000,0.0000,0.0099,-0.2335,4.0000,-0.0491,-0.3730,0,0,72.82,5.54,1,1,14.85,17.67,14.95,26.80,17.48,16.81,16.27,15.74,14.97,16.64,21.59,21.92,0,
SHB,4/10/2020,17.60,3767700.00,0.0732,-0.5182,0.0732,0.0732,0.0732,0.0732,0.0570,5.00,0.00,0.00,1.0000,2.0000,0.3559,1.6619,0.0000,0.0311,0.0778,4,0,100.00,100.00,0,1,9.94,17.07,2.24,16.33,15.03,13.20,11.72,10.23,8.12,12.98,7.83,6.61,1,
SBT,4/10/2020,13.70,1100420.00,0.0148,-0.4430,-0.1965,-0.3801,-0.3801,-0.3801,-0.6359,0.00,0.00,0.00,1.0000,0.0000,-0.0004,-0.2253,4.0000,-0.0552,-0.4184,0,0,51.65,2.72,1,1,11.93,14.50,11.98,23.56,15.61,14.84,14.23,13.61,12.72,13.70,18.05,17.68,4,
REE,4/10/2020,30.45,831240.00,0.0201,0.2762,0.0050,-0.1038,-0.1592,-0.1942,-0.1997,1.00,0.00,0.00,2.0000,0.0000,0.0505,-0.0901,4.0000,-0.0166,-0.1702,3,0,91.58,10.19,1,1,26.83,30.96,27.32,36.70,29.92,29.19,28.60,28.01,27.17,28.99,32.78,33.47,1,
SSI,4/10/2020,13.30,2661410.00,0.0076,-0.2482,0.0076,-0.1333,-0.2874,-0.3753,-0.6740,2.00,0.00,0.00,2.0000,1.0000,0.1503,-0.2106,1.0000,-0.0146,-0.2607,3,3,98.96,11.91,0,1,9.50,13.50,10.35,17.99,12.65,12.06,11.58,11.11,10.43,11.56,14.89,16.85,0,/ndoji_standard
TCM,4/10/2020,14.90,411680.00,-0.0261,-0.3750,-0.0261,-0.2819,-0.3110,-0.4643,-0.6551,1.00,0.00,0.00,2.0000,1.0000,0.1368,-0.2791,1.0000,-0.0235,-0.3776,0,0,99.07,9.17,0,1,10.54,15.26,11.12,23.94,14.46,13.82,13.30,12.78,12.04,13.11,17.94,20.67,0,
STB,4/10/2020,9.04,5710170.00,-0.0163,-0.4687,-0.1308,-0.2768,-0.2768,-0.2768,-0.6872,0.00,0.00,1.00,1.0000,0.0000,0.0000,-0.1419,4.0000,-0.0998,-0.2867,0,0,69.73,8.59,1,1,7.35,10.04,8.14,12.67,9.74,9.24,8.84,8.43,7.85,9.04,10.30,10.54,0,
THG,4/10/2020,41.90,2630.00,-0.0164,-0.5573,-0.0217,-0.0958,-0.1145,-0.1145,-0.1145,2.00,0.00,1.00,2.0000,0.0000,-0.0016,0.0138,23.0000,-0.0320,-0.1022,0,2,85.21,5.99,0,1,40.33,43.29,40.38,46.67,42.54,41.94,41.46,40.98,40.29,41.97,42.88,41.33,0,
TDH,4/10/2020,6.83,695540.00,0.0074,-0.1641,-0.1232,-0.3369,-0.3647,-0.4212,-0.8844,1.00,0.00,0.00,2.0000,0.0000,0.0331,-0.2909,4.0000,-0.0387,-0.4350,0,0,80.56,4.90,1,1,5.73,7.11,5.77,12.09,7.09,6.82,6.60,6.37,6.05,6.61,9.23,9.63,2,
TNG,4/10/2020,11.90,963000.00,-0.0325,-0.0858,-0.1250,-0.2362,-0.2499,-0.4306,-0.4306,1.00,0.00,0.00,2.0000,1.0000,0.1258,-0.2352,1.0000,-0.0572,-0.3302,3,0,89.76,13.95,1,1,6.95,12.62,9.10,17.77,12.24,11.28,10.50,9.72,8.61,10.57,13.59,15.56,0,Bearish_Engulfing_Pattern
VCI,4/10/2020,17.60,1036680.00,0.0699,4.7343,-0.2090,-0.3781,-0.4824,-0.5125,-0.7876,1.00,1.00,0.00,1.0000,0.0000,0.0498,-0.4178,0.0000,-0.0216,-0.4883,0,0,47.50,4.30,1,1,13.80,17.99,14.22,34.39,20.16,19.02,18.10,17.18,15.87,16.76,26.78,30.23,0,/ndoji_standard
TV2,4/10/2020,54.00,17450.00,-0.0146,-0.7166,-0.1563,-0.2781,-0.3933,-0.4280,-0.4280,0.00,0.00,1.00,1.0000,0.0000,-0.0126,-0.3305,1.0000,-0.1212,-0.3985,0,2,39.83,4.05,1,0,45.30,61.45,46.95,89.78,61.73,58.53,55.95,53.37,49.69,54.69,72.91,80.65,4,
TLG,4/10/2020,29.60,32560.00,0.0350,-0.1488,-0.1307,-0.2484,-0.2925,-0.4717,-0.5918,1.00,1.00,0.00,1.0000,0.0000,0.0134,-0.3060,3.0000,-0.0467,-0.3366,0,0,58.10,5.16,1,1,25.78,31.05,26.33,44.62,32.01,30.84,29.90,28.96,27.61,29.21,37.05,42.65,4,
VHM,4/10/2020,67.70,335350.00,-0.0188,-0.6879,-0.0597,-0.2272,-0.3028,-0.3196,-0.3196,1.00,0.00,0.00,2.0000,0.0000,0.0678,-0.1987,3.0000,-0.0477,-0.3212,0,0,93.75,10.17,1,1,51.08,71.09,57.04,99.73,67.28,64.36,62.00,59.64,56.28,63.40,81.94,84.49,1,
TRA,4/10/2020,53.00,220.00,0.0038,-0.9667,-0.0185,-0.1017,-0.1225,-0.1929,-0.5683,2.00,1.00,0.00,2.0000,1.0000,0.0582,-0.0929,3.0000,-0.0344,-0.1464,3,0,97.27,22.94,0,1,46.07,54.89,47.22,62.09,53.57,51.57,49.95,48.33,46.03,50.08,55.80,58.43,0,
VC3,4/10/2020,16.90,141300.00,-0.0059,-0.1816,-0.0059,-0.0059,-0.0398,-0.0765,-0.2295,5.00,0.00,0.00,2.0000,1.0000,0.0646,0.0657,4.0000,-0.0275,-0.0304,0,0,95.11,37.22,0,1,14.73,17.38,15.18,17.43,16.68,16.36,16.10,15.84,15.47,15.88,16.55,15.86,0,
VCG,4/10/2020,24.60,83500.00,-0.0040,-0.4949,-0.0199,-0.0391,-0.0955,-0.0955,-0.4450,0.00,0.00,1.00,2.0000,0.0000,-0.0026,-0.0539,31.0000,-0.0127,-0.0594,0,2,91.67,11.29,0,1,24.24,24.92,24.10,26.15,24.60,24.30,24.05,23.80,23.45,24.67,25.70,26.00,0,/ndoji_standard
VCS,4/10/2020,58.70,257900.00,-0.0134,-0.4723,-0.0217,-0.2171,-0.3071,-0.4444,-0.5358,1.00,0.00,0.00,2.0000,1.0000,0.0578,-0.2228,4.0000,-0.0507,-0.2345,0,0,92.85,11.80,0,1,49.37,61.83,51.09,76.68,58.11,56.20,54.65,53.10,50.90,55.49,68.69,75.53,0,
VCB,4/10/2020,71.10,976920.00,0.0014,-0.3808,-0.0084,-0.2100,-0.2476,-0.2476,-0.2476,1.00,0.00,0.00,2.0000,0.0000,0.0887,-0.1238,1.0000,-0.0202,-0.3162,0,0,94.78,9.66,1,1,56.14,72.56,59.28,103.98,69.13,66.74,64.80,62.86,60.11,65.31,82.65,81.14,0,/ndoji_standard
VJC,4/10/2020,109.10,238810.00,0.0696,-0.3310,0.0592,-0.1684,-0.2638,-0.2638,-0.4098,1.00,0.00,0.00,1.0000,0.0000,0.0964,-0.1758,0.0000,0.0306,-0.3174,4,0,84.69,6.12,1,1,92.55,105.86,88.15,159.83,105.35,103.03,101.15,99.27,96.60,99.51,129.49,132.37,1,
VHC,4/10/2020,25.95,356840.00,-0.0317,-0.2781,-0.0317,-0.2792,-0.3624,-0.4346,-0.5181,1.00,0.00,0.00,2.0000,0.0000,0.1070,-0.3125,3.0000,-0.0470,-0.4189,0,0,94.84,6.80,0,1,19.14,27.23,19.02,44.65,25.75,24.67,23.80,22.93,21.68,23.44,34.08,37.75,1,
VN30,4/10/2020,696.43,107803184.00,-0.0020,0.1922,-0.0317,-0.2008,-0.2532,-0.2628,-0.4086,1.00,0.00,0.00,2.0000,0.0000,0.0448,-0.1939,3.0000,-0.0270,-0.2989,0,0,93.73,6.29,1,1,595.77,715.78,615.40,993.36,693.11,675.05,660.45,645.85,625.07,666.57,828.07,863.97,1,/ndoji_standard
VN30F1M,4/10/2020,678.80,145881.00,-0.0021,-0.2053,-0.0470,-0.2213,-0.2757,-0.2801,-0.4239,1.00,0.00,0.00,2.0000,0.0000,0.0443,-0.2119,3.0000,-0.0389,-0.3217,0,0,92.34,7.79,1,1,566.49,706.31,592.48,1000.69,689.12,664.44,644.50,624.56,596.17,649.99,824.05,861.28,0,/ndoji_standard
VPB,4/10/2020,18.75,2374640.00,-0.0027,-0.3973,-0.1685,-0.3490,-0.3490,-0.3490,-0.5622,0.00,0.00,0.00,1.0000,0.0000,-0.0421,-0.1171,4.0000,-0.1117,-0.3693,0,0,44.72,4.48,0,0,16.79,21.11,16.25,29.73,21.39,20.36,19.52,18.69,17.51,19.58,21.97,21.24,4,
VND,4/10/2020,11.35,728120.00,-0.0130,0.3709,-0.1530,-0.2118,-0.2483,-0.2677,-0.6428,0.00,0.00,0.00,1.0000,0.0000,-0.0456,-0.1901,1.0000,-0.0738,-0.2883,0,0,15.18,2.06,1,1,10.71,12.25,11.05,15.95,12.67,12.29,11.98,11.66,11.22,11.89,13.67,14.01,0,
VRE,4/10/2020,23.75,1285260.00,0.0021,-0.5996,-0.0186,-0.2578,-0.3272,-0.3667,-0.5090,1.00,0.00,0.00,2.0000,0.0000,0.1299,-0.2618,1.0000,-0.0100,-0.3805,3,0,100.00,7.58,1,1,16.86,23.99,18.13,38.34,22.71,21.60,20.70,19.80,18.53,21.02,29.93,32.17,0,/ndoji_standard
VIC,4/10/2020,94.10,433580.00,-0.0198,-0.6471,-0.0329,-0.1774,-0.2132,-0.2538,-0.2538,1.00,0.00,0.00,2.0000,1.0000,0.0769,-0.1713,4.0000,-0.0806,-0.2599,0,0,92.40,20.91,0,1,70.50,102.35,81.70,127.14,93.14,88.33,84.45,80.57,75.04,87.38,107.57,113.56,0,
VNINDEX,4/10/2020,759.17,215197440.00,-0.0015,-0.0704,-0.0131,-0.1930,-0.2504,-0.2593,-0.3696,1.00,0.00,0.00,2.0000,0.0000,0.0616,-0.1948,3.0000,-0.0215,-0.3000,0,0,97.75,6.98,1,1,634.01,775.83,655.99,1084.57,738.31,721.26,707.48,693.71,674.09,715.14,899.32,942.79,0,/ndoji_standard
BSQ,4/9/2020,21.00,20.00,0.0000,-0.9402,-0.1213,-0.1860,-0.2632,-0.2632,-0.3000,0.00,0.00,0.00,0.0000,1.0000,-0.0606,-0.1607,3.0000,-0.1399,-0.2325,0,0,0.00,6.41,0,1,19.90,24.42,19.44,27.36,22.97,22.21,21.60,20.99,20.11,22.35,24.71,25.02,0,/ndoji_standard
VIS,4/9/2020,22.00,0.00,0.0000,-1.0000,-0.0795,-0.1235,-0.1852,-0.2171,-0.6479,1.00,0.00,0.00,1.0000,1.0000,0.0059,-0.0592,6.0000,-0.0701,-0.1522,0,0,60.86,23.33,0,1,20.89,23.66,20.52,25.95,22.65,21.88,21.25,20.62,19.73,21.87,23.81,23.38,0,/ndoji_standard
